Epoch 0:   Training Loss=508804.5737762451Epoch 1:   Training Loss=8085.868362426758Epoch 2:   Training Loss=6054.167861938477Epoch 3:   Training Loss=6097.369125366211Epoch 4:   Training Loss=5564.728370666504Epoch 5:   Training Loss=5332.981575012207Epoch 6:   Training Loss=5215.640022277832Epoch 7:   Training Loss=5245.132019042969Epoch 8:   Training Loss=6162.1331787109375Epoch 9:   Training Loss=5295.8735427856445Epoch 0:   Training Loss=14.046981129795313Epoch 1:   Training Loss=1.567380292341113Epoch 2:   Training Loss=1.3571107517927885Epoch 3:   Training Loss=1.3077319376170635Epoch 4:   Training Loss=1.3097767941653728Epoch 5:   Training Loss=1.2450811173766851Epoch 6:   Training Loss=1.1610162146389484Epoch 7:   Training Loss=1.1554729510098696Epoch 8:   Training Loss=1.1338922753930092Epoch 9:   Training Loss=1.0725176818668842Epoch 0:   Training Loss=71.50519154965878Epoch 1:   Training Loss=2.7767601646482944Epoch 2:   Training Loss=1.6652370058000088Epoch 3:   Training Loss=1.546224057674408Epoch 4:   Training Loss=1.5347135290503502Epoch 5:   Training Loss=1.4652953036129475Epoch 6:   Training Loss=1.397060252726078Epoch 7:   Training Loss=1.3745040465146303Epoch 8:   Training Loss=1.3863983284682035Epoch 9:   Training Loss=1.2743330225348473Epoch 0:   Training Loss=8075.119481027126Epoch 1:   Training Loss=13.242448657751083Epoch 2:   Training Loss=1.859727818518877Epoch 3:   Training Loss=1.3239492159336805Epoch 4:   Training Loss=1.2571287415921688Epoch 5:   Training Loss=1.22322460077703Epoch 6:   Training Loss=1.2118919417262077Epoch 7:   Training Loss=1.194087477400899Epoch 8:   Training Loss=1.2093289345502853Epoch 9:   Training Loss=1.1842370945960283Epoch 0:   Training Loss=521.873797416687Epoch 1:   Training Loss=26.44727510213852Epoch 2:   Training Loss=18.368315994739532Epoch 0:   Training Loss=351.0837701559067Epoch 1:   Training Loss=14.684959627687931Epoch 2:   Training Loss=1.6399643123149872Epoch 3:   Training Loss=1.2577834278345108Epoch 4:   Training Loss=1.2474314626306295Epoch 5:   Training Loss=1.240288708359003Epoch 6:   Training Loss=1.2342626433819532Epoch 7:   Training Loss=1.2436734028160572Epoch 8:   Training Loss=1.2355902884155512Epoch 9:   Training Loss=1.2229485884308815Epoch 0:   Training Loss=64.66109791398048Epoch 1:   Training Loss=3.7160153053700924Epoch 2:   Training Loss=1.336809579282999Epoch 3:   Training Loss=1.1786207854747772Epoch 4:   Training Loss=1.119575859978795Epoch 5:   Training Loss=1.017322400584817Epoch 6:   Training Loss=0.9433516059070826Epoch 7:   Training Loss=0.8372572902590036Epoch 8:   Training Loss=0.8072855435311794Epoch 9:   Training Loss=0.6995926620438695Epoch 0:   Training Loss=1.0231072753667831Epoch 1:   Training Loss=0.8336800094693899Epoch 0:   Training Loss=1.0381236597895622
Epoch 1:   Training Loss=0.7366651576012373
Epoch 2:   Training Loss=0.5926349246874452
Epoch 3:   Training Loss=0.49901648983359337
Epoch 4:   Training Loss=0.5279383230954409
Epoch 5:   Training Loss=0.5771175296977162
Epoch 6:   Training Loss=0.583561759442091
Epoch 7:   Training Loss=0.6984750535339117
Epoch 8:   Training Loss=0.5453345598652959
Epoch 9:   Training Loss=0.42665248131379485
Epoch 0:   Training Loss=1.5153101738542318
Epoch 1:   Training Loss=0.8004286605864763
Epoch 2:   Training Loss=0.6198348449543118
Epoch 3:   Training Loss=0.5989593248814344
Epoch 4:   Training Loss=0.6532115945592523
Epoch 5:   Training Loss=0.5576884634792805
Epoch 6:   Training Loss=0.675363072194159
Epoch 7:   Training Loss=0.6684879641979933
Epoch 8:   Training Loss=0.6022392148151994
Epoch 9:   Training Loss=0.7666175477206707
Epoch 0:   Training Loss=0.7156577287241817
Epoch 1:   Training Loss=0.5242953896522522
Epoch 2:   Training Loss=0.3838346851989627
Epoch 3:   Training Loss=0.342961183283478
Epoch 4:   Training Loss=0.2662861542776227
Epoch 5:   Training Loss=0.2240151942241937
Epoch 6:   Training Loss=0.24086721101775765
Epoch 7:   Training Loss=0.2269717613235116
Epoch 8:   Training Loss=0.18709503766149282
Epoch 9:   Training Loss=0.17858121450990438
Epoch 0:   Training Loss=7921.7672641426325
Epoch 1:   Training Loss=1.8874474987387657
Epoch 2:   Training Loss=1.3403284288942814
Epoch 3:   Training Loss=1.2086010109633207
Epoch 4:   Training Loss=1.2108404319733381
Epoch 5:   Training Loss=1.1679965183138847
Epoch 6:   Training Loss=1.1419372335076332
Epoch 7:   Training Loss=1.1015819869935513
Epoch 8:   Training Loss=1.070506613701582
Epoch 9:   Training Loss=1.0184214562177658
