original_image_file,transformed_image_file,cyl_diag,cyl_vert,cyl_horiz,a,b,d,e,g,h
rbc_256_t0.jpg,rbc_256_tt0.jpg,236.87223303511158,2.2315825284395387,1.92972512396422,1.1856588,-0.18668403,-0.049600776,1.165157,-0.0005964294,-0.00065537763
rbc_256_t1.jpg,rbc_256_tt1.jpg,168.39132759420679,1.687193505400937,2.0734307472184987,0.84227675,0.29321554,0.24795382,1.1682858,-0.00040376416,0.0005432542
rbc_256_t2.jpg,rbc_256_tt2.jpg,143.3110517354025,3.070685633772237,1.5681397398916443,1.133301,-0.43410298,0.21553324,1.0544978,-0.00029766548,0.00070829806
rbc_256_t3.jpg,rbc_256_tt3.jpg,241.02835899984734,1.4747616535045884,1.9816876174421234,0.9442426,0.4171212,0.13326925,0.84277207,-0.0001517094,-0.0003075967
rbc_256_t4.jpg,rbc_256_tt4.jpg,177.05257350419086,1.7340385169204098,2.021354590543158,0.964087,0.114370465,0.19545849,1.0578647,-0.0008176549,0.00037109526
rbc_256_t5.jpg,rbc_256_tt5.jpg,203.80000691503528,1.3490438426412759,1.9862595742684812,1.0824075,0.15028167,0.46101242,1.0817556,0.00033517389,-0.00084111653
rbc_256_t6.jpg,rbc_256_tt6.jpg,208.31001961099665,2.1914273629696166,1.8366159948377425,0.87728536,-0.02707824,0.0042388076,1.1998622,-0.00037436414,-0.00076632336
rbc_256_t7.jpg,rbc_256_tt7.jpg,223.58681577636943,0.9382577542154142,1.7320860061929768,1.1121656,0.11796665,0.25900593,1.0890096,7.56812e-05,0.00061955425
rbc_256_t8.jpg,rbc_256_tt8.jpg,203.82837494240587,2.8455361400843313,1.8486614148725837,0.9284766,0.32279015,-0.4999898,0.9891077,-0.0001897834,-0.0004702745
rbc_256_t9.jpg,rbc_256_tt9.jpg,177.4597628061413,0.9821262565688327,1.6837761125997404,1.0803941,0.18112141,-0.18660444,0.9167678,0.0009948801,-0.00031389148
subaru_256_t0.jpg,subaru_256_tt0.jpg,235.04024258209682,1.6479204979727535,2.045980802525145,0.96156865,0.44947505,0.3495848,0.9549913,-0.0007723826,-0.00041172307
subaru_256_t1.jpg,subaru_256_tt1.jpg,162.60941166083745,0.9438565493223705,1.8119832869050974,0.8625131,-0.2086046,0.030934066,0.8228218,0.00055203494,0.00014749118
subaru_256_t2.jpg,subaru_256_tt2.jpg,245.13416986132546,1.5951977894928069,1.8118279007723646,0.8792774,-0.019430261,0.18544395,0.8044103,-5.2217554e-05,-0.0002631456
subaru_256_t3.jpg,subaru_256_tt3.jpg,216.89070840435005,1.7911717625116121,2.4408321744966415,1.1785611,-0.18053727,-0.23381272,1.0991102,-0.00069210556,0.0006915459
subaru_256_t4.jpg,subaru_256_tt4.jpg,196.4422435156702,3.035641412703051,2.189012118453783,0.81655085,-0.37320232,-0.28814834,0.82200456,3.644522e-05,0.00045413736
subaru_256_t5.jpg,subaru_256_tt5.jpg,167.72604662380388,1.153858415764005,2.4732110399683873,0.9406164,-0.11519357,0.16539003,1.0548233,0.00016208134,0.0007911976
subaru_256_t6.jpg,subaru_256_tt6.jpg,178.0518925948575,1.4958442668738035,1.7073120853836599,0.8709206,0.2563794,0.38737726,1.0531864,0.000101728074,0.00044324476
subaru_256_t7.jpg,subaru_256_tt7.jpg,181.92109850276438,1.830087726565976,1.8900805043850555,1.0040089,0.3801631,-0.2788316,1.1668963,0.0008197471,6.6510795e-05
subaru_256_t8.jpg,subaru_256_tt8.jpg,209.77397456867257,1.2669554013105033,2.551990763144699,1.0437046,0.3791461,0.24399932,0.88308144,-3.663952e-05,0.0006830377
subaru_256_t9.jpg,subaru_256_tt9.jpg,242.84037009853188,2.045532311806985,2.2579524832799804,1.0815681,0.14655636,-0.33319905,0.8231579,-0.00095282914,-0.0003124771
carters_256_t0.jpg,carters_256_tt0.jpg,178.309081566746,1.6953251065463013,2.304481399223161,1.006979,0.326768,0.15467079,1.0490268,-0.0002661085,0.00033189767
carters_256_t1.jpg,carters_256_tt1.jpg,229.55112963525124,1.614984470444796,2.063720175180089,0.97458804,-0.33366182,0.20643304,1.0681969,-0.00042872244,7.378497e-05
carters_256_t2.jpg,carters_256_tt2.jpg,220.9925099757118,1.3771187363888469,2.3069971795239836,0.98707396,0.3915752,-0.18585676,1.1656612,-0.0008893369,0.00063652865
carters_256_t3.jpg,carters_256_tt3.jpg,237.5414207183369,3.445501387285889,2.299469786956613,0.8552032,0.3655566,0.417643,1.1243607,-0.0005392485,0.0009817005
carters_256_t4.jpg,carters_256_tt4.jpg,137.3591817936514,2.351002574944443,2.345531470506375,1.0106835,0.3393292,0.47173372,1.0577962,0.00023616265,0.0005745007
carters_256_t5.jpg,carters_256_tt5.jpg,234.185840624786,3.3500032117060106,2.1770457089382407,1.0693439,0.22927493,-0.17654462,1.0829445,0.00030517014,0.0008605966
carters_256_t6.jpg,carters_256_tt6.jpg,171.06897559426483,2.4040282286319687,2.142388621237214,1.0280905,0.049789973,-0.116800725,0.94395024,0.00063372205,-0.000738343
carters_256_t7.jpg,carters_256_tt7.jpg,226.58418841234422,1.9165595756434797,2.0901717346861663,1.0000386,0.25533807,0.2703914,1.1970625,-0.00011376197,0.00068709336
carters_256_t8.jpg,carters_256_tt8.jpg,242.04530666327156,2.0841406000282254,2.1917041250033367,1.1302035,-0.38399434,0.3660775,1.040957,-0.0007956084,0.00026097623
carters_256_t9.jpg,carters_256_tt9.jpg,229.97165486123166,2.174704144472089,2.339952881872266,1.1626606,-0.38468125,-0.26839545,0.87065405,-0.00079540536,-9.9789504e-05
boeing_256_t0.jpg,boeing_256_tt0.jpg,226.7474924867521,1.4294856838069943,2.4257844325336686,1.1950668,-0.33897063,-0.43310872,0.8769643,0.00054625823,0.00037094115
boeing_256_t1.jpg,boeing_256_tt1.jpg,158.7391071728822,2.048513331444549,1.6303809687447293,1.021768,-0.45922208,-0.30027014,0.8181933,0.00045540027,-0.0005359837
boeing_256_t2.jpg,boeing_256_tt2.jpg,171.94117655415914,1.2873713055652451,1.5964819808658728,0.9278766,-0.38611174,-0.14025667,0.82968175,0.00075009366,-0.0009026755
boeing_256_t3.jpg,boeing_256_tt3.jpg,152.90537662336556,2.649286857105667,2.0781126879053637,1.1239613,0.27320173,0.08435086,1.0947559,0.00040946176,-0.00045706413
boeing_256_t4.jpg,boeing_256_tt4.jpg,253.35225839115495,1.2363588835242134,2.332513300697761,0.85023683,0.39356515,-0.3843466,0.83925605,0.00050982897,0.0006875349
boeing_256_t5.jpg,boeing_256_tt5.jpg,193.6327432642808,1.1710845941536634,1.714493434908949,1.1877759,-0.46399042,0.23234494,0.9693872,0.0007990774,0.00075364136
boeing_256_t6.jpg,boeing_256_tt6.jpg,233.59479953567464,1.5952976533776626,2.6233213753224613,0.954151,0.29068777,0.40658334,0.8550495,-0.0003945853,-0.0007444188
boeing_256_t7.jpg,boeing_256_tt7.jpg,172.4624855452046,3.054486220140903,2.3217592571265713,1.0841343,0.2024735,-0.042627648,1.0374434,-0.00088508404,0.0003754204
boeing_256_t8.jpg,boeing_256_tt8.jpg,149.0372290581358,1.7160342087249039,2.2018780916985077,0.890461,0.26269573,-0.019805273,1.0608294,-0.0008815914,0.0006141468
boeing_256_t9.jpg,boeing_256_tt9.jpg,140.48253881362763,3.4119496978779424,1.854633754433088,1.0913122,-0.31584626,0.13840936,0.8485872,-0.00063945085,0.00016190599
bem_256_t0.jpg,bem_256_tt0.jpg,253.94142318205672,1.5573435487205571,2.4275784978249577,1.1656184,-0.42156956,-0.15572639,1.0059654,-4.234486e-05,-0.00013551119
bem_256_t1.jpg,bem_256_tt1.jpg,214.13989539894163,1.9700893167477962,2.640605624658048,1.1413816,-0.47242197,0.31261855,0.9693473,0.0004931618,0.00020612823
bem_256_t2.jpg,bem_256_tt2.jpg,156.3871493957405,1.4155758647380763,2.501099101588907,1.1765659,0.28101438,-0.17794147,1.1348815,0.00018462498,-0.0004979685
bem_256_t3.jpg,bem_256_tt3.jpg,248.8883955754515,1.431918260275888,2.0061168740281494,0.9728999,0.2223611,0.022254355,0.87594736,0.00043749477,-0.0002297405
bem_256_t4.jpg,bem_256_tt4.jpg,235.09566405357378,3.5155636772298293,1.6324382532500705,1.1996179,-0.23440264,0.2925427,1.0398054,0.0009762729,0.00044659086
bem_256_t5.jpg,bem_256_tt5.jpg,246.14830853801953,1.5209353121630174,1.7464264852470002,0.8293243,0.14778979,0.14031197,0.9275718,3.9933762e-05,0.0005448641
bem_256_t6.jpg,bem_256_tt6.jpg,218.21446991422098,1.9589448685275261,2.3709325050038674,0.9962361,-0.13395268,0.36127365,0.83105344,-0.00013732947,-0.0004934952
bem_256_t7.jpg,bem_256_tt7.jpg,215.09558362479612,1.1027101025452402,2.1820264640285965,1.151017,-0.11510972,-0.115384586,1.1704601,-0.00021374934,0.00036717326
bem_256_t8.jpg,bem_256_tt8.jpg,194.38588541900788,1.63458866583306,1.9435947693797317,1.1990026,-0.35905436,-0.33166465,1.0481404,-0.0004717264,-0.0009243121
bem_256_t9.jpg,bem_256_tt9.jpg,171.7602676696536,1.872656976212794,1.8125564323868546,1.1887368,-0.11981876,-0.36030838,1.0728823,0.00011009573,0.00055433076
xbox_256_t0.jpg,xbox_256_tt0.jpg,158.6494876473701,1.088048632078022,1.9363276163976204,1.1988376,0.12306518,-0.35130918,0.8003687,-0.00035704573,0.0007661708
xbox_256_t1.jpg,xbox_256_tt1.jpg,235.92882895485735,2.7066071277755466,2.1151356185838277,1.0521781,0.04218408,-0.30846542,1.0656862,0.0004970904,9.424463e-05
